 0.065 0.088 0.298 0.229 0.121 0.065 0.042 0.030 0.022 0.036 0.024 21.104
 0.227 0.221 0.296 0.167 0.043 0.012 0.007 0.005 0.004 0.013 0.011 19.418
 0.127 0.154 0.341 0.252 0.079 0.022 0.009 0.004 0.002 0.004 0.028 19.929
 0.090 0.073 0.240 0.229 0.143 0.079 0.047 0.031 0.022 0.041 0.044 22.042
 0.145 0.183 0.350 0.231 0.056 0.014 0.005 0.003 0.002 0.005 0.040 19.743
 0.072 0.107 0.272 0.199 0.120 0.070 0.047 0.034 0.027 0.048 0.070 22.026
 0.086 0.121 0.248 0.215 0.125 0.068 0.042 0.030 0.023 0.037 0.037 22.143
 0.153 0.245 0.372 0.154 0.032 0.013 0.008 0.005 0.005 0.009 0.029 19.512
 0.093 0.257 0.320 0.148 0.061 0.031 0.019 0.014 0.012 0.042 0.059 20.982
 0.057 0.019 0.194 0.220 0.160 0.110 0.075 0.058 0.047 0.056 0.041 21.994
 0.088 0.191 0.320 0.180 0.073 0.038 0.025 0.019 0.018 0.043 0.043 21.209
 0.122 0.247 0.259 0.141 0.069 0.040 0.028 0.023 0.021 0.043 0.017 21.340
 0.080 0.163 0.339 0.186 0.081 0.040 0.025 0.019 0.016 0.045 0.032 21.302
 0.136 0.205 0.296 0.231 0.069 0.020 0.009 0.007 0.006 0.017 0.030 20.270
 0.088 0.199 0.259 0.185 0.101 0.053 0.031 0.022 0.017 0.040 0.059 21.783
 0.075 0.122 0.328 0.290 0.093 0.023 0.012 0.010 0.011 0.031 0.035 20.457
 0.061 0.120 0.255 0.206 0.128 0.072 0.045 0.033 0.027 0.048 0.054 22.111
 0.144 0.138 0.284 0.243 0.112 0.043 0.016 0.007 0.004 0.004 0.011 20.517
 0.055 0.024 0.140 0.204 0.201 0.155 0.096 0.059 0.038 0.024 0.029 22.022
 0.130 0.152 0.220 0.187 0.110 0.063 0.040 0.029 0.023 0.040 0.082 22.096
 0.132 0.191 0.276 0.181 0.089 0.048 0.029 0.018 0.013 0.018 0.063 21.123
 0.128 0.185 0.235 0.158 0.099 0.065 0.045 0.032 0.023 0.025 0.063 21.593
 0.067 0.080 0.181 0.196 0.146 0.096 0.066 0.050 0.041 0.072 0.083 22.578
 0.195 0.187 0.241 0.138 0.083 0.055 0.038 0.028 0.019 0.012 0.056 20.708
 0.091 0.154 0.226 0.185 0.112 0.066 0.045 0.035 0.029 0.053 0.079 22.213
 0.072 0.220 0.331 0.138 0.070 0.042 0.029 0.023 0.021 0.050 0.035 21.156
 0.147 0.224 0.352 0.194 0.052 0.013 0.004 0.002 0.001 0.006 0.024 19.752
 0.125 0.211 0.271 0.181 0.086 0.045 0.027 0.017 0.014 0.018 0.071 21.135
 0.070 0.166 0.328 0.189 0.091 0.049 0.030 0.021 0.016 0.036 0.044 21.466
 0.138 0.234 0.240 0.149 0.074 0.041 0.028 0.022 0.020 0.049 0.061 21.552
 0.307 0.263 0.254 0.111 0.034 0.011 0.005 0.003 0.002 0.005 0.006 17.650
 0.165 0.209 0.305 0.149 0.061 0.032 0.021 0.015 0.012 0.025 0.046 20.608
 0.062 0.114 0.270 0.205 0.138 0.077 0.045 0.031 0.023 0.031 0.080 22.058
 0.066 0.067 0.285 0.318 0.167 0.053 0.015 0.009 0.008 0.006 0.020 20.466
 0.123 0.157 0.282 0.205 0.105 0.052 0.028 0.017 0.011 0.014 0.047 21.670
 0.123 0.102 0.314 0.281 0.109 0.032 0.012 0.006 0.005 0.011 0.056 20.371
 0.182 0.165 0.283 0.154 0.079 0.044 0.028 0.020 0.015 0.024 0.045 21.236
 0.159 0.235 0.369 0.169 0.034 0.009 0.005 0.003 0.003 0.008 0.042 19.590
 0.089 0.196 0.309 0.181 0.074 0.036 0.024 0.019 0.019 0.047 0.038 21.269
 0.066 0.067 0.208 0.341 0.201 0.061 0.019 0.011 0.008 0.013 0.039 20.673
 0.086 0.164 0.241 0.252 0.135 0.050 0.022 0.014 0.012 0.019 0.060 21.202
 0.150 0.245 0.235 0.145 0.081 0.047 0.030 0.022 0.018 0.023 0.063 21.701
 0.217 0.257 0.299 0.130 0.042 0.015 0.007 0.005 0.005 0.017 0.060 19.695
 0.108 0.175 0.286 0.211 0.102 0.047 0.026 0.017 0.011 0.012 0.057 21.033
 0.185 0.203 0.212 0.134 0.073 0.044 0.032 0.026 0.025 0.060 0.070 21.654
 0.077 0.133 0.258 0.262 0.166 0.054 0.019 0.010 0.007 0.008 0.031 20.873 
 0.150 0.184 0.204 0.158 0.108 0.068 0.044 0.031 0.022 0.025 0.039 22.139 
 0.070 0.122 0.278 0.270 0.128 0.049 0.024 0.016 0.013 0.026 0.064 21.069 
 0.101 0.131 0.324 0.242 0.107 0.044 0.019 0.010 0.007 0.012 0.023 20.702 
 0.061 0.141 0.339 0.203 0.103 0.055 0.033 0.022 0.018 0.021 0.050 21.480 
 0.098 0.128 0.219 0.178 0.130 0.090 0.061 0.043 0.027 0.021 0.057 21.915
 0.124 0.142 0.215 0.177 0.114 0.068 0.046 0.034 0.027 0.047 0.019 22.279
 0.080 0.205 0.269 0.188 0.108 0.058 0.032 0.020 0.013 0.022 0.027 21.327
 0.062 0.086 0.215 0.212 0.142 0.088 0.059 0.044 0.035 0.051 0.043 22.222
 0.166 0.252 0.363 0.138 0.033 0.013 0.007 0.005 0.004 0.015 0.052 19.690
 0.092 0.289 0.309 0.136 0.059 0.031 0.019 0.014 0.013 0.034 0.033 21.074
 0.134 0.153 0.318 0.192 0.093 0.048 0.027 0.016 0.009 0.006 0.007 20.869
 0.107 0.166 0.276 0.230 0.119 0.050 0.021 0.011 0.007 0.008 0.074 20.874
 0.085 0.168 0.305 0.183 0.095 0.053 0.034 0.024 0.019 0.030 0.064 21.751
 0.066 0.071 0.240 0.272 0.160 0.084 0.045 0.026 0.016 0.016 0.051 21.327
 0.069 0.141 0.251 0.202 0.127 0.076 0.050 0.034 0.023 0.023 0.045 22.206
 0.164 0.155 0.215 0.166 0.116 0.081 0.052 0.030 0.013 0.004 0.073 21.058
 0.145 0.140 0.194 0.150 0.114 0.079 0.056 0.042 0.034 0.042 0.085 22.288
 0.177 0.278 0.246 0.103 0.056 0.035 0.026 0.023 0.022 0.030 0.030 20.439
 0.076 0.153 0.267 0.193 0.114 0.065 0.041 0.029 0.023 0.032 0.018 21.677
 0.095 0.137 0.244 0.182 0.121 0.078 0.051 0.035 0.024 0.029 0.028 21.877
 0.060 0.026 0.156 0.245 0.202 0.129 0.079 0.048 0.029 0.022 0.024 21.775
 0.064 0.095 0.229 0.213 0.164 0.106 0.061 0.031 0.016 0.015 0.021 21.618
 0.089 0.211 0.304 0.178 0.088 0.046 0.030 0.022 0.016 0.012 0.036 21.695
 0.100 0.129 0.174 0.173 0.138 0.103 0.071 0.047 0.032 0.029 0.018 22.057
 0.063 0.089 0.238 0.179 0.130 0.094 0.073 0.059 0.041 0.029 0.017 22.402
 0.232 0.252 0.247 0.124 0.058 0.027 0.014 0.009 0.008 0.025 0.048 19.806
 0.117 0.174 0.310 0.193 0.097 0.046 0.022 0.011 0.008 0.017 0.022 20.667
 0.086 0.156 0.291 0.224 0.118 0.059 0.029 0.016 0.008 0.007 0.018 20.931
 0.187 0.201 0.314 0.181 0.060 0.020 0.006 0.004 0.004 0.017 0.042 19.601
 0.282 0.315 0.204 0.083 0.036 0.019 0.013 0.010 0.010 0.024 0.011 19.458
 0.061 0.084 0.254 0.208 0.128 0.081 0.056 0.042 0.034 0.047 0.021 21.966
 0.056 0.034 0.264 0.216 0.133 0.086 0.060 0.047 0.039 0.059 0.014 21.754
 0.180 0.193 0.290 0.157 0.083 0.044 0.023 0.012 0.008 0.006 0.030 20.291
 0.127 0.189 0.329 0.164 0.079 0.041 0.025 0.016 0.011 0.014 0.034 21.228
 0.210 0.251 0.287 0.131 0.055 0.025 0.013 0.008 0.006 0.009 0.035 19.717








