 0.197 0.289 0.211 0.119 0.059 0.034 0.026 0.021 0.017 0.023 0.002 19.894
 0.250 0.198 0.265 0.152 0.069 0.030 0.014 0.007 0.004 0.005 0.004 19.338
 0.261 0.220 0.238 0.119 0.057 0.032 0.021 0.015 0.011 0.021 0.037 18.964
 0.279 0.176 0.241 0.149 0.070 0.036 0.020 0.012 0.008 0.005 0.004 18.882
 0.058 0.096 0.243 0.206 0.139 0.087 0.055 0.039 0.032 0.041 0.033 21.896
 0.185 0.332 0.354 0.097 0.017 0.005 0.002 0.001 0.001 0.001 0.000 18.014
 0.107 0.334 0.297 0.126 0.062 0.032 0.017 0.010 0.005 0.004 0.027 19.517
 0.230 0.386 0.232 0.074 0.032 0.017 0.009 0.006 0.004 0.005 0.005 18.364
 0.258 0.332 0.267 0.096 0.022 0.007 0.003 0.002 0.002 0.006 0.004 18.105
 0.254 0.337 0.255 0.078 0.032 0.016 0.009 0.006 0.004 0.004 0.028 17.850
 0.186 0.151 0.298 0.238 0.079 0.020 0.008 0.005 0.003 0.008 0.009 19.562
 0.061 0.066 0.223 0.214 0.133 0.088 0.061 0.046 0.038 0.065 0.020 21.874
 0.276 0.280 0.302 0.105 0.022 0.005 0.002 0.001 0.001 0.002 0.009 17.885
 0.061 0.190 0.335 0.163 0.083 0.048 0.033 0.026 0.023 0.033 0.027 21.143
 0.204 0.343 0.265 0.097 0.039 0.019 0.010 0.006 0.004 0.007 0.029 18.851
 0.061 0.081 0.283 0.202 0.117 0.073 0.049 0.038 0.034 0.057 0.023 21.557
 0.111 0.275 0.429 0.139 0.022 0.007 0.003 0.002 0.002 0.004 0.037 19.052
 0.073 0.153 0.357 0.250 0.092 0.034 0.016 0.009 0.005 0.006 0.029 20.314
 0.250 0.297 0.300 0.120 0.019 0.003 0.001 0.001 0.001 0.003 0.024 18.385
 0.179 0.263 0.289 0.140 0.059 0.028 0.015 0.009 0.006 0.007 0.021 19.642
 0.173 0.313 0.282 0.126 0.048 0.021 0.011 0.007 0.005 0.011 0.036 19.402
 0.145 0.301 0.351 0.137 0.034 0.010 0.004 0.002 0.002 0.008 0.017 19.413
 0.139 0.195 0.257 0.174 0.106 0.057 0.027 0.015 0.013 0.013 0.028 20.880
 0.065 0.128 0.300 0.275 0.132 0.040 0.013 0.009 0.008 0.024 0.030 20.597
 0.164 0.276 0.305 0.129 0.055 0.027 0.015 0.009 0.006 0.008 0.022 19.606
 0.279 0.238 0.271 0.105 0.045 0.023 0.013 0.009 0.006 0.007 0.015 18.276
 0.110 0.188 0.255 0.178 0.104 0.060 0.037 0.025 0.019 0.019 0.007 21.455
 0.077 0.124 0.217 0.189 0.113 0.076 0.057 0.046 0.039 0.059 0.015 22.180
 0.219 0.250 0.258 0.135 0.061 0.030 0.017 0.010 0.006 0.009 0.003 19.227
 0.219 0.295 0.281 0.111 0.039 0.019 0.011 0.008 0.006 0.008 0.013 18.470
 0.099 0.089 0.249 0.196 0.118 0.071 0.048 0.037 0.033 0.057 0.010 21.771
 0.180 0.305 0.307 0.114 0.044 0.020 0.010 0.006 0.004 0.005 0.012 18.641
 0.307 0.329 0.225 0.070 0.026 0.013 0.008 0.006 0.005 0.008 0.005 17.321
 0.097 0.156 0.234 0.169 0.110 0.069 0.046 0.035 0.030 0.050 0.020 21.920
 0.291 0.293 0.218 0.089 0.041 0.022 0.013 0.010 0.008 0.010 0.025 18.204 
 0.098 0.156 0.283 0.165 0.083 0.047 0.033 0.027 0.024 0.079 0.018 20.834 
 0.086 0.229 0.339 0.193 0.085 0.028 0.010 0.006 0.004 0.015 0.047 20.169 
 0.095 0.145 0.271 0.206 0.117 0.061 0.036 0.025 0.018 0.021 0.006 21.538 
 0.149 0.257 0.293 0.143 0.066 0.035 0.021 0.014 0.009 0.008 0.006 19.063 
 0.152 0.274 0.253 0.138 0.063 0.032 0.020 0.015 0.013 0.035 0.029 20.461 
 0.090 0.145 0.273 0.176 0.103 0.063 0.042 0.030 0.023 0.049 0.032 21.128 
 0.243 0.239 0.227 0.126 0.062 0.031 0.018 0.016 0.013 0.019 0.062 20.071 
 0.071 0.121 0.304 0.158 0.088 0.063 0.050 0.043 0.040 0.056 0.042 21.716
 0.172 0.266 0.275 0.135 0.063 0.032 0.016 0.009 0.006 0.019 0.024 19.639
 0.341 0.300 0.187 0.072 0.031 0.016 0.010 0.008 0.007 0.023 0.004 18.030
 0.203 0.261 0.256 0.142 0.068 0.033 0.015 0.007 0.004 0.006 0.008 18.885
 0.243 0.298 0.215 0.114 0.058 0.029 0.015 0.009 0.006 0.007 0.067 19.312
 0.075 0.103 0.318 0.275 0.134 0.056 0.021 0.008 0.003 0.002 0.017 20.504
 0.085 0.143 0.226 0.196 0.132 0.090 0.057 0.032 0.017 0.017 0.045 21.284
 0.124 0.243 0.301 0.185 0.077 0.030 0.014 0.009 0.006 0.008 0.043 20.336
 0.096 0.141 0.247 0.197 0.135 0.078 0.054 0.032 0.014 0.003 0.076 21.812
 0.110 0.175 0.318 0.214 0.091 0.042 0.021 0.012 0.007 0.005 0.011 20.063
 0.110 0.186 0.287 0.163 0.095 0.053 0.031 0.021 0.016 0.033 0.024 21.397
 0.210 0.291 0.219 0.112 0.045 0.017 0.009 0.006 0.008 0.079 0.037 19.506
 0.241 0.193 0.264 0.142 0.073 0.034 0.015 0.008 0.005 0.022 0.027 19.467
 0.148 0.240 0.286 0.169 0.067 0.033 0.020 0.012 0.008 0.012 0.019 19.769
 0.151 0.206 0.313 0.193 0.064 0.026 0.014 0.009 0.006 0.013 0.033 20.137
 0.160 0.278 0.290 0.121 0.057 0.030 0.019 0.013 0.009 0.018 0.020 19.785
 0.179 0.310 0.275 0.118 0.053 0.025 0.014 0.009 0.005 0.006 0.038 19.561
 0.192 0.291 0.276 0.120 0.051 0.024 0.012 0.007 0.004 0.018 0.023 19.588
 0.172 0.327 0.239 0.102 0.053 0.030 0.019 0.014 0.012 0.027 0.025 20.645
 0.256 0.272 0.225 0.104 0.042 0.020 0.011 0.009 0.010 0.045 0.027 19.453
 0.205 0.279 0.277 0.119 0.050 0.022 0.011 0.007 0.005 0.021 0.048 19.644
 0.187 0.314 0.295 0.122 0.044 0.016 0.007 0.004 0.002 0.003 0.026 19.070
 0.315 0.267 0.207 0.099 0.047 0.025 0.015 0.010 0.007 0.003 0.069 18.499
 0.137 0.282 0.347 0.140 0.048 0.019 0.009 0.005 0.003 0.004 0.015 19.531
 0.294 0.305 0.201 0.093 0.044 0.023 0.014 0.009 0.006 0.007 0.004 18.599
 0.178 0.297 0.309 0.117 0.041 0.020 0.012 0.008 0.005 0.007 0.041 19.734
 0.318 0.264 0.183 0.083 0.049 0.032 0.023 0.016 0.012 0.015 0.017 18.772
 0.075 0.190 0.354 0.216 0.068 0.027 0.015 0.011 0.010 0.031 0.018 20.390
 0.157 0.260 0.261 0.136 0.066 0.037 0.023 0.017 0.014 0.024 0.008 20.540
 0.067 0.178 0.394 0.235 0.060 0.021 0.011 0.008 0.007 0.015 0.025 19.941
 0.069 0.179 0.395 0.228 0.060 0.021 0.012 0.008 0.007 0.016 0.014 19.932
 0.183 0.255 0.345 0.136 0.041 0.016 0.008 0.004 0.003 0.005 0.026 19.280
 0.088 0.241 0.350 0.202 0.066 0.021 0.009 0.006 0.004 0.009 0.012 19.848









